"Details 10.201.39.44 ","eg-rsfile-a20.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.45 ","eg-rsfile-a19c.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.46 ","eg-rsfile-a19r.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.47 ","eg-rsfile-a20r.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.83 ","eg-rsfile-a11.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.84 ","eg-rsfile-a12.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.85 ","eg-rsfile-a11c.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.86 ","eg-rsfile-a11r.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.87 ","eg-rsfile-a12r.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.88 ","eg-rsfile-a13.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.89 ","eg-rsfile-a14.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.90 ","eg-rsfile-a13c.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.91 ","eg-rsfile-a13r.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.201.39.92 ","eg-rsfile-a14r.clrrs.loc ","Does not respond to ping (since 011613)"
"Details 10.213.22.26 ","RA-EG-INSSQL-H01 ","Does not respond to ping (since 072212)"
"Details 10.213.22.39 ","RA-EG-CWTSQL-H06 ","Does not respond to ping (since 092712)"
"Details 10.213.25.35 ","ra-eg-rsterm-a02 ","Does not respond to ping (since 011413)"
"Details 10.214.29.147 ","C843EXZIPM4 ","Does not respond to ping (since 030913)"
"Details 10.214.29.148 ","C279GAUIPM4 ","Does not respond to ping (since 030913)"
"Details 10.214.29.149 ","C598YSUIPM4 ","Does not respond to ping (since 030913)"
"Details 10.214.29.150 ","C656RKDIPM4 ","Does not respond to ping (since 030913)"
"Details 10.215.29.17 ","C111PXWOSAAPP ","Does not respond to ping (since 121412)"
"Details 10.215.29.18 ","C111TCAOSAAPP ","Does not respond to ping (since 121412)"
"Details 10.215.29.19 ","C111YWCOSAAPP ","Does not respond to ping (since 121412)"
"Details 10.216.0.155 ","C111gfroptweb.epropertytax.tlrg.com ","Does not respond to ping (since 111912)"
"Details 10.216.0.156 ","C111gfroptweb.epropertytax.tlrg.com ","Does not respond to ping (since 111912)"
"Details 10.216.64.140 ","EG-OMEWEB-H01 ","Does not respond to ping (since 121412)"
"Details 10.216.64.141 ","EG-OMESQL-H01 ","Does not respond to ping (since 121412)"
"Details 10.216.64.142 ","EG-OMEWEB-H02 ","Does not respond to ping (since 121412)"
"Details 10.221.64.1 ","C111HHGDCEWEB.ecom.tlrg.com ","Does not respond to ping (since 092712)"
"Details 10.221.64.2 ","C111HHGDCEWEB.ecom.tlrg.com ","Does not respond to ping (since 092712)"
"Details 10.221.64.3 ","C111HHGDCEWEB.ecom.tlrg.com ","Does not respond to ping (since 092712)"
"Details 10.221.64.11 ","C111HHGDCEWEB.ecom.tlrg.com ","Does not respond to ping (since 092712)"
"Details 10.221.64.20 ","C111HHGDCEWEB ","Does not respond to ping (since 092712)"
"Details 10.221.64.158 ","EG-SUPWEB-B02 ","Does not respond to ping (since 020313)"
"Details 10.221.69.83 ","EG-SUPWEB-A01 ","Does not respond to ping (since 012713)"
"Details 10.221.69.84 ","EG-SUPWEB-A03 ","Does not respond to ping (since 020413)"
"Details 10.221.247.201 ","RA_EG-CPLSQL-A01 ","Does not respond to ping (since 011513)"
"Details 10.221.247.202 ","RA_EG-CPLSQL-A02 ","Does not respond to ping (since 011513)"
"Details 10.222.187.1 ","dc01.taxstream.local ","Does not respond to ping (since 020713)"
"Details 10.222.187.4 ","BACKENDWEB01 ","Does not respond to ping (since 102312)"
"Details 10.222.232.134 ","taxstream.local ","Does not respond to ping (since 102412)"
"Details 10.222.232.136 ","BACKENDWEB02 ","Does not respond to ping (since 102312)"
"Details 10.225.23.196 ","lm-cwtweb-c01 ","Does not respond to ping (since 010313)"
"Details 10.225.29.38 ","lm-tpweb-c01.clrrs.loc ","This IP is apparently in use, but it has not been assigned (since 070313)"
"Details 10.225.29.39 ","lm-tpweb-c02.clrrs.loc ","This IP is apparently in use, but it has not been assigned (since 070313)"
"Details 164.57.153.127 ","unknown device ","Does not respond to ping (since 111212)"
"Details 164.57.154.70 ","c979hacosuapp ","Does not respond to ping (since 012313)"
"Details 164.57.158.245 ","eg-frmsql-a04m.clrrs.loc ","Does not respond to ping (since 020712)"
"Details 164.57.159.248 ","eg-frmsql-a04c.clrrs.loc ","Does not respond to ping (since 020712)"
"Details 167.68.86.9 ","EG-PTSWBP-B009 ","Does not respond to ping (since 020613)"
"Details 206.197.194.4 ","wi-cwtsql-b01c.clrrs.loc ","Does not respond to ping (since 041712)"
"Details 206.197.194.234 ","wi-cwtsql-b03r.clrrs.loc ","Does not respond to ping (since 060112)"
"Details 206.197.194.235 ","wi-cwtsql-b04r.clrrs.loc ","Does not respond to ping (since 060112)"
"Details 206.197.194.236 ","wi-cwtsql-b03m.clrrs.loc ","Does not respond to ping (since 060112)"
