"Name","Alias","PrimarySmtpAddress","RecipientTypeDetails"
"[AUS-E] Cape Cod - Conference Room - 10","CapeCod","capecod@Accruent.com","RoomMailbox"
"[MSP] projecttracking","projecttracking","projecttracking@accruent.com","RoomMailbox"
"VMPS400","PSTRAINING","PSTRAINING@Accruent.com","RoomMailbox"
"[KKD] Arup Training Room","kkd_arup","kkd_arup@accruent.com","RoomMailbox"
"SVA Workshop","SVAWorkshop","SVAWorkshop@Accruent.com","RoomMailbox"
"[PHX] Black Pearl","blackpearl","blackpearl@accruent.com","RoomMailbox"
"Siterra Engineering PTO_b77b0a8c32","siterraengpto","siterraengpto@Accruent.com","RoomMailbox"
"Training Laptop","traininglt","traininglt@Accruent.com","RoomMailbox"
"[AUS-M] The Rockies - Conference Room - 14","TheRockies","TheRockies@Accruent.com","RoomMailbox"
"ATT Management","attmanagement","attmanagement@Accruent.com","RoomMailbox"
"[BOS] Beacon Hill - Conf Rm","BeaconHill","BeaconHill@Accruent.com","RoomMailbox"
"AE Meeting","aemeeting","aemeeting@Accruent.com","RoomMailbox"
"[AUS-C] Hotel 4","hotel4","hotel4@accruent.com","RoomMailbox"
"[AUS-M] Sonoran Desert - Conference Room - 10","SonoranDesert","SonoranDesert@Accruent.com","RoomMailbox"
"[AUS-P] Stanley Park - Conference Room - 8 - Private","StanleyPark","StanleyPark@Accruent.com","RoomMailbox"
"PCIABooth","pciabooth","pciabooth@Accruent.com","RoomMailbox"
"bfc","bfc","bfc@accruent.com","RoomMailbox"
"[BC] NL Cloud Office","bc_NLCloudOffice","bc_nl.cloud.office@accruent.com","RoomMailbox"
"[CMH] The Learning Center - Conf Rm","thelearningcenter","thelearningcenter@Accruent.com","RoomMailbox"
"[PHX] Atlantis","atlantis","atlantis@accruent.com","RoomMailbox"
"[MSP] mspoffice6610","office6610","office6610@accruent.com","RoomMailbox"
"[LX] Training Room","lxroomplanotrain","lxroomplanotrain@accruentatlas.onmicrosoft.com","RoomMailbox"
"Goodman Management","goodmanmanagement","goodmanmanagement@Accruent.com","RoomMailbox"
"[MSP] mspoffice6631","office6631","office6631@accruent.com","RoomMailbox"
"TMobile Management","tmobilemanagement","tmobilemanagement@Accruent.com","RoomMailbox"
"CTIA Hospitality Suite","ctiahosp","CTIAHospitalitySuite@Accruent.com","RoomMailbox"
"ems_Demo8","ems_Demo8","ems_Demo8@accruent.com","RoomMailbox"
"ems_Demo4","ems_Demo4","ems_Demo4@accruent.com","RoomMailbox"
"ems_Demo1","ems_Demo1","ems_Demo1@accruent.com","RoomMailbox"
"Support Calendar - Famis","supportcal-famis","supportcal-famis@Accruent.com","RoomMailbox"
"[MSP] ConferenceRoomA","ConferenceRoomA","ConferenceRoomA@accruent.com","RoomMailbox"
"[LX] PS Calendar","lxps.calendar","lxps.calendar@accruentatlas.onmicrosoft.com","RoomMailbox"
"[AUS-P] Baja - Conference Room - 14","baja","baja@Accruent.com","RoomMailbox"
"[YYC] The Grand - Conf Rm","thegrand","thegrand@Accruent.com","RoomMailbox"
"[AUS-M] Yellowstone - Conference Room - 14","Yellowstone","Yellowstone@Accruent.com","RoomMailbox"
"Burp2","Burp2","Burp2@Accruent.com","RoomMailbox"
"[BOS] Hotel Office 1","hotelofficeoeo","hotelofficeoeo@accruent.com","RoomMailbox"
"[AUS-C] French Quarter - Conference Room - 6 - Private","FrenchQuarter","FrenchQuarter@Accruent.com","RoomMailbox"
"Austin Office Desk Reservation","aodr","aodr@Accruent.com","RoomMailbox"
"[LON] londonmeeting","londonmeeting","londonmeeting@accruent.com","RoomMailbox"
"CRE Travel Calendar","cretravelcalendar","cretravelcalendar@Accruent.com","RoomMailbox"
"Accruent Cloud Environments","acccloud","acccloud@Accruent.com","RoomMailbox"
"[BOS] Backbay - Conf Rm","BackBay","BackBay@Accruent.com","RoomMailbox"
"[YYC] Mushroom Room - Conf Rm","mushroomroom","mushroomroom@Accruent.com","RoomMailbox"
"[YYC] Breathing Room - Conf Rm","breathingroom","breathingroom@Accruent.com","RoomMailbox"
"[BOS] Hotel Office 3","hoteloffice3009","hoteloffice3009@accruent.com","RoomMailbox"
"burp6","burp6","burp6@Accruent.com","RoomMailbox"
"burp5","burp5","burp5@Accruent.com","RoomMailbox"
"FortPoint","FortPoint","FortPoint@Accruent.com","RoomMailbox"
"[AUS-E] Hotel 1","hotel1","hotel1@accruent.com","RoomMailbox"
"[PHX] Mystic Falls","mysticfalls","mysticfalls@accruent.com","RoomMailbox"
"HOL Calendar #1","HOLCalendar1","HOLCalendar1@Accruent.com","RoomMailbox"
"[AUS-E] Plymouth - Conference Room - 10","Plymouth","Plymouth@Accruent.com","RoomMailbox"
"Platform 3 Pod Meetings","platform3podmeetings","platform3podmeetings@Accruent.com","RoomMailbox"
"RE-DEMO","re-demo","re-demo@Accruent.com","RoomMailbox"
"UX Android Phone","uxandroidphone","uxandroidphone@Accruent.com","RoomMailbox"
"[BC] NL Paris Boardroom","bc_NLParisBoardroom","bc_nl.paris.flexoffice@accruent.com","RoomMailbox"
"Rosen Shingle Creek - St. John's 23 - Small Conf Rm","RosenShingleCreek-St.Johns23","RosenShingleCreek-St.John's23@Accruent.com","RoomMailbox"
"SE Demo","SEDemo","SEDemo@Accruent.com","RoomMailbox"
"[ORH] bigconfrm","bigconfrm","bigconfrm@accruent.com","RoomMailbox"
"[BOS] South End - Conf Rm","SouthEnd","SouthEnd@Accruent.com","RoomMailbox"
"[AUS-C] Abbey Road - Music Room","AbbeyRoad","AbbeyRoad@accruent.com","RoomMailbox"
"[MSP] ConferenceRoomB","ConferenceRoomB","ConferenceRoomB@accruent.com","RoomMailbox"
"[LON] manflat","manflat","manflat@accruent.com","RoomMailbox"
"[AUS-P] Redwoods - Conference Room - 6","Redwoods","Redwoods@Accruent.com","RoomMailbox"
"[BC] NL Blue Boardroom","bc_NLBlueBoardroom","bc_nl.blue.boardroom@accruent.com","RoomMailbox"
"[LX] Breakout Room 1","lxroomplanobrk1","lxroomplanobrk1@accruentatlas.onmicrosoft.com","RoomMailbox"
"[MSP] ConferenceRoomJ","conferenceroomj","conferenceroomj@accruent.com","RoomMailbox"
"[MSP] ConferenceRoomC","ConferenceRoomC","ConferenceRoomC@accruent.com","RoomMailbox"
"[MSP] CallRoomE","callroome","callroome@accruent.com","RoomMailbox"
"burp3","burp3","burp3@Accruent.com","RoomMailbox"
"[MSP] Development Room","developmentroom","developmentroom@accruent.com","RoomMailbox"
"SiterraPS Tactical Calendar","siterrapstactcal","siterrapstactcal@Accruent.com","RoomMailbox"
"[IND] Indianapolis - Conf Rm","Indy","Indy@Accruent.com","RoomMailbox"
"[TLV] jerusalemmeetingroom","jerusalemmeetingroom","jerusalemmeetingroom@accruent.com","RoomMailbox"
"SiterraPS SharedCal","siterrapssharedcal","siterrapssharedcal@Accruent.com","RoomMailbox"
"Siterra Team","siterrateam","siterrateam@Accruent.com","RoomMailbox"
"Education03","Education03","Education03@Accruent.com","RoomMailbox"
"[AUS-C] Motown - Music Room","Motown","Motown@accruent.com","RoomMailbox"
"Ellucian Live Show","EllucianLiveShow","EllucianLiveShow@Accruent.com","RoomMailbox"
"[YYC] Standing Room - Conf Rm","standingroom","standingroom@Accruent.com","RoomMailbox"
"Siterra Training","siterratraining","siterratraining@Accruent.com","RoomMailbox"
"Support Calendar - Accruent","supportcal-accruent","supportcal-accruent@Accruent.com","RoomMailbox"
"Ellucian Live - Booth","EllucianLiveBooth","EllucianLiveBooth@Accruent.com","RoomMailbox"
"[AUS-P] Santa Monica West - Training Room","SantaMonicaWest","SantaMonicaWest@Accruent.com","RoomMailbox"
"Mobile World","mobileworldcongress","mobileworldcongress@Accruent.com","RoomMailbox"
"Burp1","burp1","burp1@Accruent.com","RoomMailbox"
"[AUS-E] Appalachian Trail - Conference Room - 8","AppalachianTrail","AppalachianTrail@Accruent.com","RoomMailbox"
"Sprint Management","sprintmanagement","sprintmanagement@Accruent.com","RoomMailbox"
"[MSP] BoardroomVerisae","mspboardroom","mspboardroom@accruent.com","RoomMailbox"
"[CMH] The Board Room - Conf Rm","theboardroom","theboardroom@Accruent.com","RoomMailbox"
"Services Leadership Calendar","ServicesLeadershipCalendar","ServicesLeadershipCalendar@Accruent.com","RoomMailbox"
"UX iPad 2","uxipad2","uxipad2@Accruent.com","RoomMailbox"
"[BC] Integrator Finland","bc_IntegratorFinland","bc_rm.Integrator.Finland@accruent.com","RoomMailbox"
"[SM] Tuscany - Conf Rm","Tuscany","Tuscany@Accruent.com","RoomMailbox"
"[BC] Collaborator Finland","bc_CollaboratorFinland","bc_rm.Collaborator.Finland@accruent.com","RoomMailbox"
"[BOS] North End - Conf Rm","NorthEnd","NorthEnd@Accruent.com","RoomMailbox"
"[AUS-C] Alamo - Conference Room - 6 - Private","alamo2","alamo2@Accruent.com","RoomMailbox"
"[PHX] Tucson","phx_Tucson","phx_tucson@accruent.com","RoomMailbox"
"[PHX] Phoenix","phx_Phoenix","phx_phoenix@accruent.com","RoomMailbox"
"burp4","burp4","burp4@Accruent.com","RoomMailbox"
"UX iPod Touch","uxipodtouch","uxipodtouch@Accruent.com","RoomMailbox"
"zzz[AUS][QO] Telecom Industry - Conf Rm","telecomindustry","telecomindustry@accruent.com","RoomMailbox"
"[LX] Company Vacation / PTO Calendar","lxcompany.vacation","lxcompany.vacation@accruentatlas.onmicrosoft.com","RoomMailbox"
"Executive Team Calendar","execcalendar","execcalendar@Accruent.com","RoomMailbox"
"[BC] BR SL Room 1","bc_BRSLRoom1","bc_rm_br_sl_room1@accruent.com","RoomMailbox"
"[BC] NL New York Boardroom","bc_NLNewYorkBoardroom","bc_nl.newyork.flexoffice@accruent.com","RoomMailbox"
"[BC] BR SL Room 2","bc_BRSLRoom2","bc_rm_br_sl_room2@accruent.com","RoomMailbox"
"ems_Demo6","ems_Demo6","ems_Demo6@accruent.com","RoomMailbox"
"ems_Demo7","ems_Demo7","ems_Demo7@accruent.com","RoomMailbox"
"ems_RedRocks","ems_RedRocks","ems_RedRocks@accruent.com","RoomMailbox"
"ems_Demo10","ems_Demo10","ems_Demo10@accruent.com","RoomMailbox"
"[MSP] ConferenceRoomH","conferenceroomh","conferenceroomh@accruent.com","RoomMailbox"
"ems_Demo2","ems_Demo2","ems_Demo2@accruent.com","RoomMailbox"
"[KKD] Armstrong","kkd_armstrong","kkd_armstrong@accruent.com","RoomMailbox"
"ems_Demo12","ems_Demo12","ems_Demo12@accruent.com","RoomMailbox"
"[BC] NL Green Flex Office","bc_NLGreenFlexOffice","bc_nl.green.flexoffice@accruent.com","RoomMailbox"
"ems_Limon","ems_Limon","ems_Limon@accruent.com","RoomMailbox"
"[BC] NL Amsterdam Boardroom","bc_NLAmsterdamBoardroom","bc_nl.amsterdam.flexoffice@accruent.com","RoomMailbox"
"[SM] Napa - Conf Rm","Napa","napa@Accruent.com","RoomMailbox"
"[ORH] bosVisitor","bosVisitor","bosVisitor@accruent.com","RoomMailbox"
"[BC] BR SL Room 3","bc_BRSLRoom3","bc_rm_br_sl_rrom3@accruent.com","RoomMailbox"
"[BOS] Training Room - Conf Rm","BostonTrainingroom","BostonTrainingroom@Accruent.com","RoomMailbox"
"[YYC] Elbow Room - Conf Rm","elbowroom","elbowroom@Accruent.com","RoomMailbox"
"[LX] Breakout Room 2","lxroomplanobrk2","lxroomplanobrk2@accruentatlas.onmicrosoft.com","RoomMailbox"
"[KKD] Swan Meeting Room","kkd_swan","kkd_swan@accruent.com","RoomMailbox"
"LondonFacilitiesShow","LondonFacilitiesShow","londonFacilitiesshow@accruent.com","RoomMailbox"
"[AUS-C] Hotel 3","hotel3","hotel3@accruent.com","RoomMailbox"
"ems_Devstanduptable","ems_Devstanduptable","ems_Devstanduptable@accruent.com","RoomMailbox"
"[AUS-E] Metropolis - Conference Room - 8 - Private","Metropolis","Metropolis@Accruent.com","RoomMailbox"
"[LX] Demo Schedule","lxdemo.schedule","lxdemo.schedule@accruentatlas.onmicrosoft.com","RoomMailbox"
"[AUS-E] The Cantina - Break Room","TheCantina","TheCantina@Accruent.com","RoomMailbox"
"[AUS-E] Key Largo - Conference Room - 10","KeyLargo","KeyLargo@Accruent.com","RoomMailbox"
"ems_Demo11","ems_Demo11","ems_Demo11@accruent.com","RoomMailbox"
"[YYC] X-Net - Conf Rm","xnet","xnet@Accruent.com","RoomMailbox"
"Training Room - Waterloo (BP - ATX)","waterloo","waterloo@Accruent.com","RoomMailbox"
"[MSP] Agile Room","agileroom","mspagileroom@accruent.com","RoomMailbox"
"[BOS] Fenway - Conf Rm","Fenway","Fenway@Accruent.com","RoomMailbox"
"Retail Team Calendar","RetailMeetingCalendar","RetailMeetingCalendar@Accruent.com","RoomMailbox"
"[AUS-P] Santa Monica East - Training Room","SantaMonicaEast","SantaMonicaEast@Accruent.com","RoomMailbox"
"Demoappv81","demoappv81","demoappv81@Accruent.com","RoomMailbox"
"Cricket Management","cricketmanagement","cricketmanagement@Accruent.com","RoomMailbox"
"[PHX] Prescott Room","phx_prescottroom","phx_prescottroom@accruent.com","RoomMailbox"
"[YYC] No More Room - Conf Rm","nomoreroom","nomoreroom@Accruent.com","RoomMailbox"
"UX Android Tablet","uxandroidtablet","uxandroidtablet@Accruent.com","RoomMailbox"
"Verizon Management","verizonmanagement","verizonmanagement@Accruent.com","RoomMailbox"
"[LX] Conference room","lxroomplanoboard","lxroomplanoboard@accruentatlas.onmicrosoft.com","RoomMailbox"
"[CMH] The Maple Leaf Room - Conf Rm","themapleleafroom","themapleleafroom@Accruent.com","RoomMailbox"
"ATC Management","atcmanagement","atcmanagement@Accruent.com","RoomMailbox"
"Support Calendar - Siterra","supportcal-siterra","supportcal-siterra@Accruent.com","RoomMailbox"
"IFMA","IFMA","IFMA@Accruent.com","RoomMailbox"
"BOBJ Training","bobjtraining","bobjtraining@Accruent.com","RoomMailbox"
"[AUS-M] Four Corners - Conference Room - 10","FourCorners","FourCorners@Accruent.com","RoomMailbox"
"[VAU] Vaughan Conference","vaughanconfroom","vaughanconfroom@Accruent.com","RoomMailbox"
"DEMOINFRA","demoinfra","demoinfra@Accruent.com","RoomMailbox"
"Mobile World Congress","mwc","mwc@Accruent.com","RoomMailbox"
"[BOS] Hotel Office 2","hoteloffice3030","hoteloffice3030@accruent.com","RoomMailbox"
"[AUS-E] Liberty Island - Conference Room - 10","LibertyIsland","LibertyIsland@Accruent.com","RoomMailbox"
"[AUS-C] Great Lakes - Conference Room - 10","GreatLakes","GreatLakes@Accruent.com","RoomMailbox"
"Telecom Leadership Team  Calendar","TelecomLeadershipCalendar","TelecomLeadershipCalendar@Accruent.com","RoomMailbox"
"[BC] NL White Boardroom","bc_NLWhiteBoardroom","bc_nl.white.meetingroom@accruent.com","RoomMailbox"
"[KKD] Stephenson","kkd_stephenson","kkd_stephenson@accruent.com","RoomMailbox"
"ems_Demo3","ems_Demo3","ems_Demo3@accruent.com","RoomMailbox"
"ems_MtEvans","ems_MtEvans","ems_MtEvans@accruent.com","RoomMailbox"
